kind,category,source_root,source_path,copied_path,relative_in_source,size_bytes
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr5e6-t07-r48-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr5e6-t07-r48-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-lr5e6-t07-r48-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,219988
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr6e6-t07-r64-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr6e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-lr6e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,201511
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr7e6-t07-r64-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr7e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-lr7e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,262009
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr8e6-t07-r64-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-lr8e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-lr8e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,201749
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r40-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r40-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-r40-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,211211
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repA-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repA-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-r48-repA-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,216065
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repB-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repB-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-r48-repB-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,211511
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repC-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s50-r48-repC-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s50-r48-repC-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,227053
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s60-lr5e6-t07-r64-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s60-lr5e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s60-lr5e6-t07-r64-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,195367
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s60-lr5e6-t10-r48-hs10-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s60-lr5e6-t10-r48-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s60-lr5e6-t10-r48-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,199523
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t07-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t07-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s80-lr5e6-t07-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,242374
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t10-full5-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t10-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s80-lr5e6-t10-full5-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,302043
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t10-r64-hs10-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr5e6-t10-r64-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s80-lr5e6-t10-r64-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,230801
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr7e6-t10-hs10-20260526,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo-r32-p011-s80-lr7e6-t10-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo-r32-p011-s80-lr7e6-t10-hs10-20260526/single_question_sweep/aggregate/sweep_curves.png,single_question_sweep/aggregate/sweep_curves.png,306870
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary1024-20260602,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary1024-20260602/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-canary1024-20260602/plots/gpu_utilization_curves.png,plots/gpu_utilization_curves.png,189715
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary1024-20260602,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary1024-20260602/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-canary1024-20260602/plots/infogain_curves.png,plots/infogain_curves.png,184507
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary512-20260602,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary512-20260602/plots/gpu_utilization_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-canary512-20260602/plots/gpu_utilization_curves.png,plots/gpu_utilization_curves.png,206129
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary512-20260602,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-canary512-20260602/plots/infogain_curves.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-canary512-20260602/plots/infogain_curves.png,plots/infogain_curves.png,185481
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_015217/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_015217/full_probe_dashboard.png,partial_015217/full_probe_dashboard.png,207512
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_015945/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_015945/full_probe_dashboard.png,partial_015945/full_probe_dashboard.png,208488
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_020604/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_020604/full_probe_dashboard.png,partial_020604/full_probe_dashboard.png,210128
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_020947/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_020947/full_probe_dashboard.png,partial_020947/full_probe_dashboard.png,211950
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_021121/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_021121/full_probe_dashboard.png,partial_021121/full_probe_dashboard.png,214092
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_022740/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_022740/full_probe_dashboard.png,partial_022740/full_probe_dashboard.png,218344
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_024347/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_024347/full_probe_dashboard.png,partial_024347/full_probe_dashboard.png,224672
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_030600/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-20260602_0142/partial_030600/full_probe_dashboard.png,partial_030600/full_probe_dashboard.png,234760
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_alpha_beta_angle_report.pdf,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_alpha_beta_angle_report.pdf,final_assets_20260602_161325/dapo17k_alpha_beta_angle_report.pdf,29232
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_full_probe_report.pdf,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_full_probe_report.pdf,final_assets_20260602_161325/dapo17k_full_probe_report.pdf,106908
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_l1_info_dp_report.pdf,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/dapo17k_l1_info_dp_report.pdf,final_assets_20260602_161325/dapo17k_l1_info_dp_report.pdf,31856
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/full_probe_aggregate/full_probe_dashboard.png,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/full_probe_aggregate/full_probe_dashboard.png,final_assets_20260602_161325/full_probe_aggregate/full_probe_dashboard.png,274307
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_H_dot_dp_report.pdf,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_H_dot_dp_report.pdf,final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_H_dot_dp_report.pdf,33870
figures,dapo17k_sweep,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023,/mnt/shared-storage-user/safewt-share/sunyoubang/verl-agent-run-logs/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_direction_report.pdf,/mnt/shared-storage-user/sunyoubang/kaisen/infomation-bottleneck-rlvr-paper/artifacts/rlvr_existing_figures_tables_20260607/figures/dapo17k_sweep/dapo17k-fullprobe-r32-bs4-resp2048-fit-cont-20260602_033023/final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_direction_report.pdf,final_assets_20260602_161325/reward_space_direction_existing_sweeps/reward_space_direction_report.pdf,30485
