problem_id,initial_step,initial_p,initial_H_nats,initial_I_nats,initial_action_entropy_per_token,initial_action_entropy_seq_cumulative,final_step,final_p,final_H_nats,final_I_nats,final_action_entropy_per_token,final_action_entropy_seq_cumulative,run_status,early_stop_reason,early_stop_step,early_stop_best_rollout_acc_p
119,1,0.0,0.0,0.0,0.5143514052033424,32.91848993301392,10,0.0,0.0,0.0,0.5103851472958922,32.6646494269371,early_stop_low_success,low_success,10.0,0.0
120,1,0.53125,0.6911927820032008,0.6911927820032008,0.4144150703214109,20.67861407995224,14,1.0,0.0,1.5798761988755792,0.11500480317045,0.8050336241722107,early_stop_high_success,high_success,14.0,1.0
121,1,0.71875,0.5941300227248385,0.5941300227248385,0.3503388790413737,14.662558853626251,26,1.0,0.0,2.1298697895726635,0.361610217467387,2.531271517276764,early_stop_high_success,high_success,26.0,1.0
122,1,0.0,0.0,0.0,0.6136223757639527,39.271832048892975,10,0.0,0.0,0.0,0.5965665383264422,38.1802584528923,early_stop_low_success,low_success,10.0,0.0
123,1,0.0,0.0,0.0,0.681476192548871,43.61447632312775,10,0.0,0.0,0.0,0.6868246169760823,43.95677548646927,early_stop_low_success,low_success,10.0,0.0
124,1,0.0,0.0,0.0,0.5154910022392869,32.99142414331436,10,0.0,0.0,0.0,0.5010358719155192,32.06629580259323,early_stop_low_success,low_success,10.0,0.0
125,1,0.40625,0.6754645824509031,0.6754645824509031,0.4684272967278957,25.08434599637985,23,1.0,0.0,2.45283141619566,0.3935875975294038,2.755113184452057,early_stop_high_success,high_success,23.0,1.0
126,1,0.71875,0.5941300227248385,0.5941300227248385,0.38783434592187405,17.24457550048828,50,0.75,0.5623351446188083,17.654030877937934,0.14359968448717852,4.164214372634888,failed_train,,,
127,1,0.0,0.0,0.0,0.5208795946091413,33.336294054985046,10,0.0,0.0,0.0,0.5072901928797364,32.46657234430313,early_stop_low_success,low_success,10.0,0.0
128,1,0.0,0.0,0.0,0.6551854209974408,41.93186694383621,10,0.0,0.0,0.0,0.6231341604143381,39.88058626651764,early_stop_low_success,low_success,10.0,0.0
129,1,0.0,0.0,0.0,0.525641642510891,33.64106512069702,10,0.0,0.0,0.0,0.4972426360473037,31.823528707027435,early_stop_low_success,low_success,10.0,0.0
130,1,0.46875,0.6911927820032008,0.6911927820032008,0.4401615671813488,22.34481704235077,50,0.96875,0.1390607984547411,6.2070015066304745,0.0887864025603955,0.6215048432350159,completed,,,
131,1,0.28125,0.5941300227248385,0.5941300227248385,0.4654961903579533,27.32160121202469,22,1.0,0.0,3.0515607643474083,0.1491014542989432,1.043710172176361,early_stop_high_success,high_success,22.0,1.0
132,1,0.0,0.0,0.0,0.6235111430287361,39.90471315383911,10,0.0,0.0,0.0,0.6086625214666128,38.95440137386322,early_stop_low_success,low_success,10.0,0.0
133,1,0.0,0.0,0.0,0.7061682920902967,45.19477069377899,10,0.0,0.0,0.0,0.7055115988478065,45.15274232625961,early_stop_low_success,low_success,10.0,0.0
134,1,0.0,0.0,0.0,0.4960069740191102,31.744446337223053,10,0.0,0.0,0.0,0.5159518625587225,33.02091920375824,early_stop_low_success,low_success,10.0,0.0
135,1,0.40625,0.6754645824509031,0.6754645824509031,0.4653556211851537,24.335459530353543,11,1.0,0.0,1.7928450677146983,0.3791907436097972,8.138229131698608,early_stop_high_success,high_success,11.0,1.0
136,1,0.625,0.6615632381579821,0.6615632381579821,0.3707129328977316,16.014587700366974,23,1.0,0.0,2.508432159817656,0.2315823949866171,2.315823972225189,early_stop_high_success,high_success,23.0,1.0
137,1,0.0,0.0,0.0,0.6415213486179709,41.05736631155014,10,0.0,0.0,0.0,0.6230538841336966,39.87544858455658,early_stop_low_success,low_success,10.0,0.0
138,1,0.0,0.0,0.0,0.6347309462726116,40.62278056144714,10,0.0,0.0,0.0,0.5841686930507421,37.3867963552475,early_stop_low_success,low_success,10.0,0.0
139,1,0.0,0.0,0.0,0.5265504792332649,33.699230670928955,10,0.0,0.0,0.0,0.5007454184815288,32.04770678281784,early_stop_low_success,low_success,10.0,0.0
140,1,0.65625,0.6434915530192904,0.6434915530192904,0.3990731912199408,17.81452202796936,11,1.0,0.0,1.060673948383514,0.2414026793485391,1.6898187398910522,early_stop_high_success,high_success,11.0,1.0
141,1,0.625,0.6615632381579821,0.6615632381579821,0.3744063288904726,16.616441428661346,20,1.0,0.0,1.7801206096415834,0.2961987189733008,2.079797506332397,early_stop_high_success,high_success,20.0,1.0
142,1,0.0,0.0,0.0,0.6146017489954829,39.33451193571091,10,0.0,0.0,0.0,0.666321593336761,42.644581973552704,early_stop_low_success,low_success,10.0,0.0
143,1,0.0,0.0,0.0,0.6912582544609904,44.24052828550339,10,0.0,0.0,0.0,0.6828171061351895,43.70029479265213,early_stop_low_success,low_success,10.0,0.0
144,1,0.0,0.0,0.0,0.5185177251696587,33.185134410858154,10,0.0,0.0,0.0,0.539760890416801,34.54469698667526,early_stop_low_success,low_success,10.0,0.0
145,1,0.4375,0.6853142072764582,0.6853142072764582,0.4267394382040947,23.126337945461277,31,1.0,0.0,4.985506952456574,0.1039314168738201,0.7281297445297241,early_stop_high_success,high_success,31.0,1.0
146,1,0.5,0.6931471805599453,0.6931471805599453,0.4334242139011621,20.68167454004288,32,1.0,0.0,5.31049921304745,0.321301248488453,2.2491087317466736,early_stop_high_success,high_success,32.0,1.0
147,1,0.0,0.0,0.0,0.4904170259833336,31.38668966293335,10,0.0,0.0,0.0,0.5233387760818005,33.49368166923523,early_stop_low_success,low_success,10.0,0.0
148,1,0.0,0.0,0.0,0.6556653529405594,41.9625825881958,10,0.0,0.0,0.0,0.6317272102460265,40.4305414557457,early_stop_low_success,low_success,10.0,0.0
149,1,0.0,0.0,0.0,0.511542147025466,32.73869740962982,10,0.0,0.0,0.0,0.5298098549246788,33.90783071517944,early_stop_low_success,low_success,10.0,0.0
150,1,0.625,0.6615632381579821,0.6615632381579821,0.4074361396487802,18.96949452161789,12,1.0,0.0,1.0344156953191823,0.3316970505111385,6.965638101100922,early_stop_high_success,high_success,12.0,1.0
